CATEGORIA,NOME ,PRODUTTORE,ANNO,PROVENIENZA,FORNITORE,ACQUISTO,VENDITA,Q.tà,MAGAZZINO,,,,,,,,
,Picconero,Tolaini,,Toscana,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Valdisanti '04,Tolaini,,Toscana,,"€ 15,50","€ 20,15",0,"€ 0,00",,,,,,,,
,Rompicollo,Tommasi,,Toscana,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Amarone ,Tommasi,,Veneto,,"€ 24,10","€ 31,33",24,"€ 578,40",,,,,,,,
,Amarone Riserva Cà Florian,Tommasi,,Veneto,,"€ 49,90","€ 64,87",0,"€ 0,00",,,,,,,,
,Amarone selezione 120 anni,Tommasi,,Veneto,,"€ 45,00","€ 58,50",0,"€ 0,00",,,,,,,,
,Lugana,Tommasi,,Veneto,,"€ 6,30","€ 8,19",0,"€ 0,00",,,,,,,,
,Ripasso '18,Tommasi,,Veneto,,"€ 9,50","€ 12,35",48,"€ 456,00",,,,,,,,
,"Ripasso ""Sestante"" 2021",Tommasi,,Veneto,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Rosato Le Fornaci,Tommasi,,Veneto,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Amjonis isola,Tondini,,Sardegna,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Vermentino,Tondini,,Sardegna,,"€ 9,10","€ 11,83",24,"€ 218,40",,,,,,,,
,Bocca di lupo,Tormaresca,,Puglia,,"€ 25,00","€ 32,50",0,"€ 0,00",,,,,,,,
,Calafuria,Tormaresca,,Puglia,,"€ 7,40","€ 9,62",30,"€ 222,00",,,,,,,,
,Calufuria magnum,Tormaresca,,Puglia,,"€ 13,50","€ 17,55",0,"€ 0,00",,,,,,,,
,chardonnay ,Tormaresca,,Puglia,,"€ 4,30","€ 5,59",0,"€ 0,00",,,,,,,,
,Fichimori ,Tormaresca,,Puglia,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Furia,Tormaresca,,Puglia,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Furia magnum,Tormaresca,,Puglia,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Furia magnum,Tormaresca,,Puglia,,"€ 32,20","€ 41,86",0,"€ 0,00",,,,,,,,
,Kaloro moscato di trani,Tormaresca,,Puglia,,"€ 8,80","€ 11,44",0,"€ 0,00",,,,,,,,
,Maime,Tormaresca,,Puglia,,"€ 16,20","€ 21,06",18,"€ 291,60",,,,,,,,
,Neprica ,Tormaresca,,Puglia,,"€ 3,60","€ 4,68",0,"€ 0,00",,,,,,,,
,Pietrabianca ,Tormaresca,,Puglia,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,Torcicoda Primitivo '21,Tormaresca,,Puglia,,"€ 10,10","€ 13,13",24,"€ 242,40",,,,,,,,
,Etna Bianco ,Tornatore,,Sicilia,,"€ 11,00","€ 14,30",0,"€ 0,00",,,,,,,,
,Etna bianco Pietrarizzo,Tornatore,,Sicilia,,"€ 16,80","€ 21,84",0,"€ 0,00",,,,,,,,
,Etna Bianco Zottorinotto,Tornatore,,Sicilia,,"€ 18,80","€ 24,44",0,"€ 0,00",,,,,,,,
,Etna Rosso,Tornatore,,Sicilia,,"€ 11,00","€ 14,30",0,"€ 0,00",,,,,,,,
,Etna Rosso Calderara,Tornatore,,Sicilia,,"€ 36,00","€ 46,80",0,"€ 0,00",,,,,,,,
,Etna Rosso Contrada Trimarchisa,Tornatore,,Sicilia,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Chardonnay,Toros,,Friuli,,"€ 12,60","€ 16,38",24,"€ 302,40",,,,,,,,
,Merlot ,Toros,,Friuli,,"€ 12,60","€ 16,38",0,"€ 0,00",,,,,,,,
,Pinot Bianco '20,Toros,,Friuli,,"€ 13,10","€ 17,03",18,"€ 235,80",,,,,,,,
,Pinot Grigio '12,Toros,,Friuli,,"€ 12,60","€ 16,38",30,"€ 378,00",,,,,,,,
,Ribolla Gialla,Toros,,Friuli,,"€ 12,60","€ 16,38",18,"€ 226,80",,,,,,,,
,Sauvignon '20,Toros,,Friuli,,"€ 12,60","€ 16,38",36,"€ 453,60",,,,,,,,
,Tocai '20,Toros,,Friuli,,"€ 13,10","€ 17,03",18,"€ 235,80",,,,,,,,
,Ghemme,Torraccia Piantavigna,,Piemonte,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Amarone ,Torre d'Orti,,Veneto,,"€ 19,00","€ 22,88",0,"€ 0,00",,,,,,,,
,Amarone Magnum,Torre d'Orti,,Veneto,,"€ 44,00","€ 57,20",0,"€ 0,00",,,,,,,,
,Recioto valpolicella,Torre d'Orti,,Veneto,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Torre Rosso,Torre d'Orti,,Veneto,,"€ 5,05","€ 6,57",0,"€ 0,00",,,,,,,,
,Valpolicella Ripasso,Torre d'Orti,,Veneto,,"€ 8,00","€ 10,40",90,"€ 720,00",,,,,,,,
,Pecorino ,Torre dei Beati,,Abruzzo,,"€ 7,40","€ 9,62",0,"€ 0,00",,,,,,,,
,Trebbiano D'Abruzzo,Torre dei Beati,,Abruzzo,,"€ 9,50","€ 12,35",0,"€ 0,00",,,,,,,,
,Gutturnio Frizzante '10,Torre Fornello,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Gutturnio Sinsal,Torre Fornello,,Emilia Romagna,,"€ 7,20","€ 9,36",0,"€ 0,00",,,,,,,,
,Malvasia Dolce Frizzante,Torre Fornello,,Emilia Romagna,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,Cabernet sauvignon,Torre Rosazza,,Friuli,,"€ 5,80","€ 7,54",0,"€ 0,00",,,,,,,,
,Chardonnay,Torre Rosazza,,Friuli,,"€ 3,90","€ 5,07",18,"€ 70,20",,,,,,,,
,Merlot,Torre Rosazza,,Friuli,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Pinot Grigio,Torre Rosazza,,Friuli,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Refosco ,Torre Rosazza,,Friuli,,"€ 5,80","€ 7,54",0,"€ 0,00",,,,,,,,
,Ribolla Gialla spumante,Torre Rosazza,,Friuli,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,Ribolla gialla spumante,Torre Rosazza,,Friuli,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,Sauvignon,Torre Rosazza,,Friuli,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Sauvignon,Torre Rosazza,,Friuli,,"€ 5,90","€ 7,67",0,"€ 0,00",,,,,,,,
,Sauvignon colli orientali,Torre Rosazza,,Friuli,,"€ 5,90","€ 7,67",0,"€ 0,00",,,,,,,,
,Sangiovese di Romagna Ris,Torre San Martino,,Emilia Romagna,,"€ 8,70","€ 11,31",0,"€ 0,00",,,,,,,,
,Cabernet ,Torresella,,Friuli,,"€ 2,20","€ 2,86",0,"€ 0,00",,,,,,,,
,Chardonay ,Torresella,,Friuli,,"€ 2,20","€ 2,86",0,"€ 0,00",,,,,,,,
,Prosecco frizzante,Torresella,,Friuli,,"€ 2,70","€ 3,51",0,"€ 0,00",,,,,,,,
,Prosecco spumante,Torresella,,Friuli,,"€ 2,50","€ 3,25",0,"€ 0,00",,,,,,,,
,Sauvignon del veneto,Torresella,,Friuli,,"€ 2,20","€ 2,86",0,"€ 0,00",,,,,,,,
,Anselmo merlot,Torricella,,Emilia Romagna,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Cabernet Bastiano,Torricella,,Emilia Romagna,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Narciso,Torricella,,Emilia Romagna,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Amarone '08,Trabucchi,,Veneto,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Recioto valpolicella,Trabucchi,,Veneto,,"€ 24,00","€ 31,20",0,"€ 0,00",,,,,,,,
,Valpolicella '10,Trabucchi,,Veneto,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Bianco T,Tramin,,Alto Adige,,"€ 5,00","€ 6,50",84,"€ 420,00",,,,,,,,
,Cassetta Nusbaumer '06/'15/'18,Tramin,,Alto Adige,,"€ 70,00","€ 91,00",1,"€ 70,00",,,,,,,,
,Cassetta Nusbaumer '10/'15/'18,Tramin,,Alto Adige,,"€ 70,00","€ 91,00",0,"€ 0,00",,,,,,,,
,Cassetta Nusbaumer '11/'13/'18,Tramin,,Alto Adige,,"€ 70,00","€ 91,00",1,"€ 70,00",,,,,,,,
,Cassetta Nusbaumer '12/'15/'18,Tramin,,Alto Adige,,"€ 70,00","€ 91,00",0,"€ 0,00",,,,,,,,
,Chardonnay,Tramin,,Alto Adige,,"€ 6,60","€ 8,58",66,"€ 435,60",,,,,,,,
,"Gew ""Epokale"" '16",Tramin,,Alto Adige,,"€ 110,00","€ 143,00",0,"€ 0,00",,,,,,,,
,"Gew ""Epokale"" '17",Tramin,,Alto Adige,,"€ 110,00","€ 143,00",2,"€ 220,00",,,,,,,,
,Gewurztraminer,Tramin,,Alto Adige,,"€ 8,30","€ 10,79",30,"€ 249,00",,,,,,,,
,Gewurztraminer magnum,Tramin,,Alto Adige,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Gewurztraminer Nussbaumer '23,Tramin,,Alto Adige,,"€ 19,00","€ 24,70",24,"€ 456,00",,,,,,,,
,Lagrein '21,Tramin,,Alto Adige,,"€ 7,20","€ 9,36",54,"€ 388,80",,,,,,,,
,Lagrein Ris. Urban 2022,Tramin,,Alto Adige,,"€ 21,50","€ 27,95",6,"€ 129,00",,,,,,,,
,Lagrein rosato,Tramin,,Alto Adige,,"€ 6,70","€ 8,71",0,"€ 0,00",,,,,,,,
,Lagrein Urban,Tramin,,Alto Adige,,"€ 10,80","€ 14,04",0,"€ 0,00",,,,,,,,
,Muller-Thurgau,Tramin,,Alto Adige,,"€ 6,60","€ 8,58",30,"€ 198,00",,,,,,,,
,Pinot Bianco moritz,Tramin,,Alto Adige,,"€ 5,40","€ 7,02",0,"€ 0,00",,,,,,,,
,Pinot Nero '20,Tramin,,Alto Adige,,"€ 8,50","€ 11,05",0,"€ 0,00",,,,,,,,
,"Pinot Nero ""Marjun"" '20",Tramin,,Alto Adige,,"€ 11,70","€ 15,21",48,"€ 561,60",,,,,,,,
,Roen 2024,Tramin,,Alto Adige,,"€ 17,50","€ 22,75",,,,,,,,,,
,Rosso T,Tramin,,Alto Adige,,"€ 5,00","€ 6,50",78,"€ 390,00",,,,,,,,
,Sauvignon,Tramin,,Alto Adige,,"€ 7,30","€ 9,49",42,"€ 306,60",,,,,,,,
,Schiava ,Tramin,,Alto Adige,,"€ 6,80","€ 8,84",0,"€ 0,00",,,,,,,,
,Stoan cuvee '11,Tramin,,Alto Adige,,"€ 17,90","€ 23,27",12,"€ 214,80",,,,,,,,
,Terminum '06,Tramin,,Alto Adige,,"€ 25,50","€ 33,15",0,"€ 0,00",,,,,,,,
,Terminum 2024,Tramin,,Alto Adige,,"€ 30,00","€ 39,00",,,,,,,,,,
,Gattinara  ,Travaglini,,Piemonte,,"€ 17,90","€ 23,27",0,"€ 0,00",,,,,,,,
,Gattinara  tre vigne,Travaglini,,Piemonte,,"€ 24,00","€ 31,20",6,"€ 144,00",,,,,,,,
,Gattinara riserva,Travaglini,,Piemonte,,"€ 27,00","€ 35,10",0,"€ 0,00",,,,,,,,
,Albana ancestrale,Tre Monti,,Emilia Romagna,,"€ 5,30","€ 6,89",0,"€ 0,00",,,,,,,,
,Albana di Romagna ,Tre Monti,,Emilia Romagna,,"€ 4,80","€ 6,24",12,"€ 57,60",,,,,,,,
,Albana di Romagna passito,Tre Monti,,Emilia Romagna,,"€ 11,00","€ 14,30",0,"€ 0,00",,,,,,,,
,Ciardo Colli di Imola Chardonay,Tre Monti,,Emilia Romagna,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Perlante,Tre Monti,,Emilia Romagna,,"€ 3,40","€ 4,42",0,"€ 0,00",,,,,,,,
,Pignoletto Frizzante,Tre Monti,,Emilia Romagna,,"€ 3,80","€ 4,94",0,"€ 0,00",,,,,,,,
,Piuttosto trebbiano,Tre Monti,,Emilia Romagna,,"€ 7,15","€ 9,30",0,"€ 0,00",,,,,,,,
,Poche Ore,Tre Monti,,Emilia Romagna,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Salcerella,Tre Monti,,Emilia Romagna,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Sangiovese classe 33,Tre Monti,,Emilia Romagna,,"€ 11,40","€ 14,82",78,"€ 889,20",,,,,,,,
,Sangiovese di Romagna C. di Mezzo,Tre Monti,,Emilia Romagna,,"€ 5,00","€ 6,50",78,"€ 390,00",,,,,,,,
,Sangiovese di Romagna Petrign. '19,Tre Monti,,Emilia Romagna,,"€ 7,00","€ 9,10",54,"€ 378,00",,,,,,,,
,Sangiovese di Romagna Ris. THEA,Tre Monti,,Emilia Romagna,,"€ 11,00","€ 14,30",54,"€ 594,00",,,,,,,,
,Thea bianco '16,Tre Monti,,Emilia Romagna,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Vitalba 22,Tre Monti,,Emilia Romagna,,"€ 11,00","€ 14,30",36,"€ 396,00",,,,,,,,
,Barolo Berri 2019,Trediberri,,Piemonte,,"€ 25,00","€ 32,50",0,"€ 0,00",,,,,,,,
,Barolo Berri 2020,Trediberri,,Piemonte,,"€ 25,00","€ 32,50",0,"€ 0,00",,,,,,,,
,Barolo Berri 2021,Trediberri,,Piemonte,,"€ 25,00","€ 32,50",0,"€ 0,00",,,,,,,,
,Barolo Berri La Morra '22,Trediberri,,Piemonte,,"€ 26,50","€ 34,45",,,,,,,,,,
,Barolo Comune,Trediberri,,Piemonte,,"€ 27,00","€ 35,10",0,"€ 0,00",,,,,,,,
,Barolo Rocche dell'Annunziata,Trediberri,,Piemonte,,"€ 40,00","€ 52,00",0,"€ 0,00",,,,,,,,
,Barolo Rocche dell'Annunziata '20,Trediberri,,Piemonte,,"€ 40,00","€ 52,00",0,"€ 0,00",,,,,,,,
,Nebbiolo,Trediberri,,Piemonte,,"€ 9,90","€ 12,87",0,"€ 0,00",,,,,,,,
,Sangiovese di R Prugnolo,Trentola,,Emilia Romagna,,"€ 5,91","€ 7,68",0,"€ 0,00",,,,,,,,
,Sangiovese ris Il Moro,Trentola,,Emilia Romagna,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Chardonnay frizzante,TreRè,,Emilia Romagna,,"€ 2,00","€ 2,60",0,"€ 0,00",,,,,,,,
,Pagadebit frizzante,TreRè,,Emilia Romagna,,"€ 2,00","€ 2,60",0,"€ 0,00",,,,,,,,
,Sangiovese vigna,TreRè,,Emilia Romagna,,"€ 2,00","€ 2,60",0,"€ 0,00",,,,,,,,
,Trebbiano fermo,TreRè,,Emilia Romagna,,"€ 2,00","€ 2,60",0,"€ 0,00",,,,,,,,
,Chianti ,TreRose,,Toscana,,"€ 3,90","€ 5,07",0,"€ 0,00",,,,,,,,
,Nobile di Montepulciano ,TreRose,,Toscana,,"€ 6,00","€ 7,80",60,"€ 360,00",,,,,,,,
,Rosso di montepulciano,TreRose,,Toscana,,"€ 3,50","€ 4,55",96,"€ 336,00",,,,,,,,
,Brunello di Montalcino,Tricerchi Castello,,Toscana,,"€ 23,97","€ 31,16",0,"€ 0,00",,,,,,,,
,Rosso di Montalcino,Tricerchi Castello,,Toscana,,"€ 10,81","€ 14,05",6,"€ 64,86",,,,,,,,
,Bolgheri rosso doc,Tringali,,Toscana,,"€ 6,30","€ 8,19",0,"€ 0,00",,,,,,,,
,Giusto di Notri,Tua Rita,,Toscana,,"€ 28,50","€ 37,05",0,"€ 0,00",,,,,,,,
,Perlato del Bosco Vermentino,Tua Rita,,Toscana,,"€ 10,50","€ 13,65",0,"€ 0,00",,,,,,,,
,Redigaffi,Tua Rita,,Toscana,,"€ 165,00","€ 214,50",1,"€ 165,00",,,,,,,,
,Redigaffi '05-,Tua Rita,,Toscana,,"€ 79,80","€ 103,74",0,"€ 0,00",,,,,,,,
,Rosso di Notri,Tua Rita,,Toscana,,"€ 10,50","€ 13,65",6,"€ 63,00",,,,,,,,
,Syrah 05,Tua Rita,,Toscana,,"€ 57,00","€ 74,10",0,"€ 0,00",,,,,,,,
,Montefalco Rosso,Tudernum,,Umbria,,"€ 5,80","€ 7,54",0,"€ 0,00",,,,,,,,
,Sagrantino di montefalco '04,Tudernum,,Umbria,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Todi Bianco,Tudernum,,Umbria,,"€ 2,00","€ 2,60",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '14,Uccelliera,,Toscana,,"€ 30,30","€ 39,39",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino 2016,Uccelliera,,Toscana,,"€ 40,20","€ 52,26",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Ris. '08,Uccelliera,,Toscana,,"€ 46,00","€ 59,80",0,"€ 0,00",,,,,,,,
,Brunellodi Montalcino 2021,Uccelliera,,Toscana,,"€ 43,50","€ 56,55",6,"€ 261,00",,,,,,,,
,Rosso di Montalcino,Uccelliera,,Toscana,,"€ 13,25","€ 17,23",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '14,Ugolforte,,Toscana,,"€ 19,00","€ 24,70",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '15,Ugolforte,,Toscana,,"€ 19,50","€ 25,35",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '16,Ugolforte,,Toscana,,"€ 19,50","€ 25,35",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino magnum,Ugolforte,,Toscana,,"€ 42,50","€ 55,25",0,"€ 0,00",,,,,,,,
,Rosso di Montalcino ciampoleti,Ugolforte,,Toscana,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Cumaro,Umani Ronchi,,Marche,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Verdicchio casaldiserra ,Umani Ronchi,,Marche,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,Verdicchio castelli jesi cl.,Umani Ronchi,,Marche,,"€ 2,52","€ 3,28",0,"€ 0,00",,,,,,,,
,Verdicchio Plenio,Umani Ronchi,,Marche,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Verdicchio vecchie vigne,umani Ronchi,,Marche,,"€ 10,20","€ 13,26",0,"€ 0,00",,,,,,,,
,Prosecco Sior carlo millesimato,V8+,,Veneto,,"€ 4,40","€ 5,72",0,"€ 0,00",,,,,,,,
,Fiano ,Vadiaperti,,Campania,,"€ 5,60","€ 7,28",0,"€ 0,00",,,,,,,,
,Fiano aipierti,Vadiaperti,,Campania,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Greco di tufo ,Vadiaperti,,Campania,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Greco di tufo Tornante,Vadiaperti,,Campania,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Extra Brut,Vadin-Plateau,,Champagne,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Zero Dosage Jots,Vadin-Plateau,,Champagne,,"€ 46,00","€ 59,80",0,"€ 0,00",,,,,,,,
,Barbera d'alba,Vajra,,Piemonte,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Barolo albe '09,Vajra,,Piemonte,,"€ 16,90","€ 21,97",0,"€ 0,00",,,,,,,,
,Barolo Albe 2019,Vajra,,Piemonte,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Barolo Albe 2020,Vajra,,Piemonte,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Barolo Albe 2021,Vajra,,Piemonte,,"€ 22,00","€ 28,60",6,"€ 132,00",,,,,,,,
,Barolo Baudana bio 2020,Vajra,,Piemonte,,"€ 48,00","€ 62,40",0,"€ 0,00",,,,,,,,
,Barolo Baudana cerretta 2008,Vajra,,Piemonte,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Barolo bricco viole '06,Vajra,,Piemonte,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Barolo bricco viole 2008,Vajra,,Piemonte,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Barolo Bricco Viole 2018,Vajra,,Piemonte,,"€ 50,00","€ 65,00",0,"€ 0,00",,,,,,,,
,Barolo Bricco Viole 2019,Vajra,,Piemonte,,"€ 52,00","€ 67,60",0,"€ 0,00",,,,,,,,
,Barolo Bricco Viole 2020,Vajra,,Piemonte,,"€ 52,00","€ 67,60",6,"€ 312,00",,,,,,,,
,Barolo Bricco Viole 2021,Vajra,,Piemonte,,"€ 52,00","€ 67,60",17,"€ 884,00",,,,,,,,
,Barolo bricco viole mgn,Vajra,,Piemonte,,"€ 82,00","€ 106,60",0,"€ 0,00",,,,,,,,
,Barolo Cerretta,Vajra,,Piemonte,,"€ 45,00","€ 58,50",0,"€ 0,00",,,,,,,,
,Dolcetto Coste&Fossati,Vajra,,Piemonte,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Dolcetto D'Alba,Vajra,,Piemonte,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Freisa Kye,Vajra,,Piemonte,,"€ 17,00","€ 22,10",0,"€ 0,00",,,,,,,,
,Nebbiolo,Vajra,,Piemonte,,"€ 10,50","€ 13,65",6,"€ 63,00",,,,,,,,
,Nebbiolo Clairè,Vajra,,Piemonte,,"€ 9,50","€ 12,35",0,"€ 0,00",,,,,,,,
,Nostra Signora della Neve ,Vajra,,Piemonte,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Cartizze,Val d'Oca,,Veneto,,"€ 9,80","€ 12,74",0,"€ 0,00",,,,,,,,
,Prosecco brut millesimato,Val d'Oca,,Veneto,,"€ 6,80","€ 8,84",84,"€ 571,20",,,,,,,,
,Prosecco jeroboam,Val d'Oca,,Veneto,,"€ 52,00","€ 67,60",0,"€ 0,00",,,,,,,,
,Prosecco mezzine,Val d'Oca,,Veneto,,"€ 3,80","€ 4,94",0,"€ 0,00",,,,,,,,
,Prosecco mil magnum,Val d'Oca,,Veneto,,"€ 13,80","€ 17,94",0,"€ 0,00",,,,,,,,
,Prosecco Rosa,Val d'Oca,,Veneto,,"€ 4,70","€ 6,11",0,"€ 0,00",,,,,,,,
,Prosecco storico,Val d'Oca,,Veneto,,"€ 6,70","€ 8,71",0,"€ 0,00",,,,,,,,
,Prosecco Treviso Brut,Val d'Oca,,Veneto,,"€ 4,00","€ 5,20",6,"€ 24,00",,,,,,,,
,Prosecco Tv Extra Dry,Val d'Oca,,Veneto,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Prosecco Tv. Extra Dry Magnum,Val d'Oca,,Veneto,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Prosecco Vald. Extra Dry Magnum,Val d'Oca,,Veneto,,"€ 18,00","€ 23,40",6,"€ 108,00",,,,,,,,
,Prosecco valdobiadene Extra Dry,Val d'Oca,,Veneto,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '04,Val di Cava,,Toscana,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Madonna ris.04,Val di Cava,,Toscana,,"€ 59,00","€ 76,70",0,"€ 0,00",,,,,,,,
,Rosso di montepulciano,Val di Cava,,Toscana,,"€ 10,00","€ 13,00",0,"€ 0,00",,,,,,,,
,Molise Bianco,Valbiferno ,,Molise,,"€ 1,98","€ 2,57",0,"€ 0,00",,,,,,,,
,Molise Rosso,Valbiferno ,,Molise,,"€ 2,24","€ 2,91",0,"€ 0,00",,,,,,,,
,Trebbiano d'abruzzo ,Valentini,,Abruzzo,,"€ 47,00","€ 61,10",4,"€ 188,00",,,,,,,,
,Pali Storti,Valgiano,,Toscana,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Tenuta Valgiano,Valgiano,,Toscana,,"€ 42,00","€ 54,60",0,"€ 0,00",,,,,,,,
,Cabernet Sauvignon,Vallania,,Emilia Romagna,,"€ 9,90","€ 12,87",24,"€ 237,60",,,,,,,,
,Chardonnay ,Vallania,,Emilia Romagna,,"€ 6,10","€ 7,93",0,"€ 0,00",,,,,,,,
,Malago' Pignoletto,Vallania,,Emilia Romagna,,"€ 7,70","€ 10,01",0,"€ 0,00",,,,,,,,
,Perditempo    merlot   ,Vallania,,Emilia Romagna,,"€ 6,00","€ 7,80",36,"€ 216,00",,,,,,,,
,Petroso,Vallania,,Emilia Romagna,,"€ 7,20","€ 9,36",0,"€ 0,00",,,,,,,,
,Sauvignon ,Vallania,,Emilia Romagna,,"€ 6,10","€ 7,93",0,"€ 0,00",,,,,,,,
,Bidis '09,Valle Acate,,Sicilia,,"€ 8,80","€ 11,44",0,"€ 0,00",,,,,,,,
,Cerasuolo,Valle Acate,,Sicilia,,"€ 6,80","€ 8,84",0,"€ 0,00",,,,,,,,
,Frappato,Valle Acate,,Sicilia,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Moro,Valle Acate,,Sicilia,,"€ 6,80","€ 8,84",0,"€ 0,00",,,,,,,,
,Chardonnay ,Valle Isarco,,Alto Adige,,"€ 6,70","€ 8,71",24,"€ 160,80",,,,,,,,
,Gewurztraminer,Valle Isarco,,Alto Adige,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Gewurztraminer Aristos,Valle Isarco,,Alto Adige,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Isaras,Valle Isarco,,Alto Adige,,"€ 4,20","€ 5,46",0,"€ 0,00",,,,,,,,
,Kerner,Valle Isarco,,Alto Adige,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Kerner Aristos,Valle Isarco,,Alto Adige,,"€ 12,50","€ 16,25",6,"€ 75,00",,,,,,,,
,Lagrein,Valle Isarco,,Alto Adige,,"€ 8,00","€ 10,40",12,"€ 96,00",,,,,,,,
,Lagrein dunkel,Valle Isarco,,Alto Adige,,"€ 7,40","€ 9,62",0,"€ 0,00",,,,,,,,
,Lagrein dunkel rosato,Valle Isarco,,Alto Adige,,"€ 5,10","€ 6,63",0,"€ 0,00",,,,,,,,
,Laitacher Chiu.,Valle Isarco,,Alto Adige,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Muller-Thurgau ,Valle Isarco,,Alto Adige,,"€ 5,80","€ 7,54",0,"€ 0,00",,,,,,,,
,Pinot Bianco,Valle Isarco,,Alto Adige,,"€ 4,70","€ 6,11",0,"€ 0,00",,,,,,,,
,Pinot Nero,Valle Isarco,,Alto Adige,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Riesling,Valle Isarco,,Alto Adige,,"€ 8,00","€ 10,40",24,"€ 192,00",,,,,,,,
,Riesling '19 Aristos,Valle Isarco,,Alto Adige,,"€ 11,00","€ 14,30",0,"€ 0,00",,,,,,,,
,Sauvignon,Valle Isarco,,Alto Adige,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
,Schiava,Valle Isarco,,Alto Adige,,"€ 5,70","€ 7,41",0,"€ 0,00",,,,,,,,
